"nse","r2","bias","rmse","mae","index","model","predictor","origin"
0.276557786561155,0.379402179415986,-0.034867585905651,0.100823111757256,0.0826524561809993,"k_index","rf","var","raster_extract"
0.0190507192481209,0.203447484535023,-0.209204006124814,0.511504593721063,0.3933588492259,"shannon","rf","var","raster_extract"
0.0974303231746212,0.128058720832771,125.329647208489,691.296444958341,450.480618773624,"abundance","rf","var","raster_extract"
0.110322194775247,0.140380912995043,0.0306514448043181,0.174953253940162,0.114362065436127,"rel_abundance","rf","var","raster_extract"
0.119088744816726,0.139853548375338,0.000720285601448551,0.120470573163997,0.095467055027896,"k_index","rf","velocity","training"
0.150954091305269,0.169457129894953,0.00254023787446875,0.601827043803893,0.457938503095021,"shannon","rf","velocity","training"
0.205489733173707,0.215791388294435,-3.17741540038056,611.820873456059,451.446424252438,"abundance","rf","velocity","training"
0.186559446791325,0.194571878795957,0.000273177715840818,0.157804409579831,0.116627241056001,"rel_abundance","rf","velocity","training"
0.200293373220791,0.267683362002742,-0.00240068433679377,0.114783706511271,0.0904165932021148,"k_index","rf","wd","training"
0.198551014827258,0.263135882313555,-0.00178160352785305,0.584714756415158,0.442582811314379,"shannon","rf","wd","training"
0.308989335944478,0.33214386512851,14.112627536232,570.580476994399,413.236326086957,"abundance","rf","wd","training"
0.270420916402452,0.284698370974497,0.00234859296604636,0.149448793060257,0.108444444356617,"rel_abundance","rf","wd","training"
0.356917005711701,0.549178753120055,0.00026296381362392,0.10293152561023,0.0819029781937743,"k_index","rf","samp","training"
0.264881397882183,0.491396694581289,-0.0083874341395479,0.559995863357974,0.425931464859936,"shannon","rf","samp","training"
0.406365067073523,0.528934609944894,0.141729611161925,528.852129697356,377.847597857586,"abundance","rf","samp","training"
0.554289629847416,0.634013187067344,0.00149622110996743,0.116810691287574,0.0818674982233126,"rel_abundance","rf","samp","training"
0.730902797548241,0.75718130905244,-0.0457260889117403,0.0627803557495914,0.0440673340644002,"k_index","rf","all","training"
0.780063997969932,0.806669438056837,-0.23261970551101,0.269731318898491,0.169562536221859,"shannon","rf","all","training"
0.629558159567281,0.701215491530532,234.648039672549,469.199066572865,328.92037670586,"abundance","rf","all","training"
0.66385135805322,0.736291958889327,0.0590844959038899,0.113931678385737,0.0799646806413024,"rel_abundance","rf","all","training"
0.825873923619749,0.842349633307436,-0.0440084426478416,0.0505011290775959,0.0328481279756461,"k_index","rf","var","training"
0.585671418961648,0.659701492512635,-0.239007712251754,0.370216404905315,0.250514910058025,"shannon","rf","var","training"
0.750758478849686,0.807747153407996,232.468536121082,384.864026706423,268.371039162753,"abundance","rf","var","training"
0.706646875654569,0.764152879181964,0.0596757773442404,0.106432478014842,0.0739132882907119,"rel_abundance","rf","var","training"
