"nse","r2","bias","rmse","mae","index","model","predictor","origin"
-0.0961421503908553,0.000382651548013765,0.0251589376461888,0.126536026192264,0.103517542452733,"k_index","rf","v","measured"
-0.187687830960682,5.85686408292395e-05,0.122499709564912,0.567024185962409,0.447715299895665,"shannon","rf","v","measured"
-0.0241384230197401,0.0203346232642008,-15.0922024415399,717.609220158791,491.206802245787,"abundance","rf","v","measured"
-0.0105690443681892,0.0241933613384749,-0.00129459952281449,0.181707715137558,0.125299033653757,"rel_abundance","rf","v","measured"
-0.16551733426617,0.00548301977201359,0.0246683070583259,0.130478850183139,0.110833945181793,"k_index","rf","v + wd","measured"
-0.215210415833327,0.0127202931650429,0.110897539332196,0.573556455316673,0.446542004058532,"shannon","rf","v + wd","measured"
-0.0778355775708661,0.011788027798021,17.7797208333334,736.181564252,523.173759722222,"abundance","rf","v + wd","measured"
-0.103082199865252,0.00535341441603335,0.00495073643880125,0.189842878508193,0.135112181745215,"rel_abundance","rf","v + wd","measured"
0.219828367291163,0.355529983898556,0.0227082745298183,0.106751953245579,0.0889104577317927,"k_index","rf","samp","measured"
-0.23737968061678,0.0630999253376937,0.141685763748617,0.578764547614648,0.448601156127904,"shannon","rf","samp","measured"
0.184213843161037,0.198541462640615,-15.721906426864,640.46712993145,422.097944139889,"abundance","rf","samp","measured"
0.202866849514484,0.205728454820981,-0.00574018146172967,0.161382265264989,0.105382340899958,"rel_abundance","rf","samp","measured"
0.387827544063822,0.408413608898337,0.0109438157414804,0.0893463868409167,0.0754850648178306,"k_index","rf","all","measured"
0.0748698694984767,0.146398360138421,0.119601135694546,0.447602416987536,0.356916756811958,"shannon","rf","all","measured"
0.2327386747905,0.263038728729071,-63.9908544674245,613.685813215499,423.667638436112,"abundance","rf","all","measured"
0.234026493149081,0.266929835885401,-0.0187043949704002,0.156301446090035,0.106893628215027,"rel_abundance","rf","all","measured"
0.423675410356399,0.444202352681305,0.00872511257280079,0.0866909329360477,0.0724138878947615,"k_index","rf","var","measured"
0.0724082015800696,0.153983143991668,0.130246829335118,0.448197531379237,0.337927819781115,"shannon","rf","var","measured"
0.169369946991948,0.203065671294196,-106.021326502004,638.525506143371,423.099547124526,"abundance","rf","var","measured"
0.19099873397944,0.219256745801518,-0.0229499223841496,0.160631502769166,0.107349126448888,"rel_abundance","rf","var","measured"
-0.252368072569095,0.0317059204929911,-0.0363405356805647,0.12925327238459,0.105033313013356,"k_index","rf","v","raster_extract"
-0.45193243377084,0.0157901285524306,-0.203122990630391,0.591397975249163,0.450401713104953,"shannon","rf","v","raster_extract"
-0.133840114043132,0.00801127469978554,59.1809847958533,689.019124446933,465.916664202464,"abundance","rf","v","raster_extract"
-0.11942658273644,0.00585166815026637,0.0146213617293847,0.175404353019096,0.118483916852229,"rel_abundance","rf","v","raster_extract"
-0.123803518389513,0.0120582385000174,-0.0273532007557134,0.129175982526089,0.107936998001467,"k_index","rf","v + wd","raster_extract"
-0.342029798887628,0.029816993231551,-0.155651458274708,0.569272226170226,0.430994194700382,"shannon","rf","v + wd","raster_extract"
-0.0895109321869032,0.0132146004002254,17.9968895131085,763.161882010795,552.390070037453,"abundance","rf","v + wd","raster_extract"
-0.0909657860370523,0.0145414201986284,0.002658975852061,0.195429833379906,0.141642300165164,"rel_abundance","rf","v + wd","raster_extract"
